# Generated using https://github.com/tstellanova/wmm2015_explorer/
#
# min alt: 1.000000 lat: -90.000000 lon: -180.000000 year: 2019.100000
# max alt: 100.000000 lat: 90.000000 lon: 180.000000 year: 2019.100000 
# step alt: 500.000000 lat: 5.000000 lon: 2.500000 year: 1.000000 
# ===============
# lat_deg, lon_deg, mag_x, mag_y, mag_z 
-55.00, -7.50,	 13189.111, -3969.671,-23338.090 
-55.00, -5.00,	 13118.466, -4235.728,-23355.594 
-55.00, -2.50,	 13064.877, -4531.377,-23392.334 
-55.00,  0.00,	 13025.754, -4858.671,-23453.521 
-55.00,  2.50,	 12998.147, -5218.958,-23544.507 
-55.00,  5.00,	 12978.791, -5612.831,-23670.671 
-55.00,  7.50,	 12964.205, -6040.101,-23837.357 
-55.00, 10.00,	 12950.736, -6499.765,-24049.723 
-55.00, 12.50,	 12934.637, -6989.994,-24312.636 
-55.00, 15.00,	 12912.194, -7508.168,-24630.601 
-55.00, 17.50,	 12879.808, -8050.899,-25007.649 
-55.00, 20.00,	 12834.083, -8614.081,-25447.250 
-55.00, 22.50,	 12771.923, -9192.967,-25952.248 
-55.00, 25.00,	 12690.612, -9782.240,-26524.787 
-55.00, 27.50,	 12587.891,-10376.121,-27166.277 
-55.00, 30.00,	 12462.007,-10968.451,-27877.333 
-55.00, 32.50,	 12311.796,-11552.849,-28657.800 
-55.00, 35.00,	 12136.702,-12122.817,-29506.730 
-55.00, 37.50,	 11936.778,-12671.853,-30422.377 
-55.00, 40.00,	 11712.705,-13193.600,-31402.248 
-55.00, 42.50,	 11465.766,-13681.974,-32443.142 
-55.00, 45.00,	 11197.783,-14131.234,-33541.166 
-55.00, 47.50,	 10911.074,-14536.116,-34691.825 
-55.00, 50.00,	 10608.405,-14891.968,-35890.158 
-55.00, 52.50,	 10292.839,-15194.684,-37130.675 
-55.00, 55.00,	  9967.720,-15440.935,-38407.665 
-55.00, 57.50,	  9636.515,-15628.024,-39715.097 
-55.00, 60.00,	  9302.743,-15753.969,-41046.815 
-55.00, 62.50,	  8969.886,-15817.440,-42396.572 
-55.00, 65.00,	  8641.308,-15817.717,-43758.098 
-55.00, 67.50,	  8320.202,-15754.650,-45125.177 
-55.00, 70.00,	  8009.545,-15628.582,-46491.652 
-55.00, 72.50,	  7712.072,-15440.312,-47851.491 
-55.00, 75.00,	  7430.255,-15190.996,-49198.708 
-55.00, 77.50,	  7166.316,-14882.179,-50527.484 
-55.00, 80.00,	  6922.221,-14515.727,-51832.106 
-55.00, 82.50,	  6699.674,-14093.743,-53106.783 
-55.00, 85.00,	  6500.155,-13618.719,-54345.983 
-55.00, 87.50,	  6324.905,-13093.490,-55544.375 
-55.00, 90.00,	  6174.922,-12521.188,-56696.730 
-55.00, 92.50,	  6050.955,-11905.285,-57798.076 
-55.00, 95.00,	  5953.495,-11249.571,-58843.716 
-55.00, 97.50,	  5882.771,-10558.142,-59829.363 
-55.00,100.00,	  5838.738, -9835.339,-60751.121 
-55.00,102.50,	  5821.079, -9085.709,-61605.646 
-55.00,105.00,	  5829.218, -8313.929,-62390.143 
-55.00,107.50,	  5862.337, -7524.720,-63102.430 
-55.00,110.00,	  5919.405, -6722.777,-63740.962 
-55.00,112.50,	  5999.220, -5912.681,-64304.873 
-55.00,115.00,	  6100.448, -5098.823,-64793.890 
-55.00,117.50,	  6221.673, -4285.347,-65208.375 
-55.00,120.00,	  6361.446, -3476.101,-65549.266 
-55.00,122.50,	  6518.329, -2674.600,-65818.018 
-55.00,125.00,	  6690.928, -1884.007,-66016.513 
-55.00,127.50,	  6877.927, -1107.131,-66146.964 
-55.00,130.00,	  7078.112,  -346.439,-66211.970 
-55.00,132.50,	  7290.378,   395.929,-66214.309 
-55.00,135.00,	  7513.734,  1118.134,-66156.947 
-55.00,137.50,	  7747.293,  1818.603,-66042.927 
-55.00,140.00,	  7990.266,  2495.999,-65875.356 
-55.00,142.50,	  8241.940,  3149.187,-65657.365 
-55.00,145.00,	  8501.667,  3777.209,-65392.153 
-55.00,147.50,	  8768.828,  4379.256,-65082.845 
-55.00,150.00,	  9042.796,  4954.638,-64732.402 
-55.00,152.50,	  9322.950,  5502.800,-64343.927 
-55.00,155.00,	  9608.618,  6023.290,-63920.329 
-55.00,157.50,	  9899.081,  6515.780,-63464.505 
-55.00,160.00,	 10193.587,  6980.094,-62979.483 
-55.00,162.50,	 10491.258,  7416.146,-62467.820 
-55.00,165.00,	 10791.207,  7824.049,-61932.330 
-55.00,167.50,	 11092.483,  8204.072,-61375.647 
-55.00,170.00,	 11394.144,  8556.698,-60800.513 
-55.00,172.50,	 11695.166,  8882.530,-60209.170 
-55.00,175.00,	 11994.558,  9182.368,-59603.842 
-55.00,177.50,	 12291.393,  9457.208,-58986.763 
-55.00,180.00,	 12584.782,  9708.186,-58359.907 
-50.00,-180.00,	 15817.640,  9477.768,-55584.834 
-50.00,-177.50,	 16046.885,  9666.424,-54897.482 
-50.00,-175.00,	 16270.827,  9834.144,-54206.313 
-50.00,-172.50,	 16488.877,  9982.457,-53512.629 
-50.00,-170.00,	 16700.628, 10112.984,-52817.788 
-50.00,-167.50,	 16905.711, 10227.330,-52122.812 
-50.00,-165.00,	 17103.792, 10327.083,-51428.467 
-50.00,-162.50,	 17294.569, 10413.828,-50735.329 
-50.00,-160.00,	 17477.739, 10489.133,-50043.721 
-50.00,-157.50,	 17652.987, 10554.567,-49353.710 
-50.00,-155.00,	 17820.003, 10611.704,-48665.105 
-50.00,-152.50,	 17978.479, 10662.111,-47977.400 
-50.00,-150.00,	 18128.163, 10707.342,-47289.825 
-50.00,-147.50,	 18268.849, 10748.882,-46601.218 
-50.00,-145.00,	 18400.402, 10788.081,-45910.009 
-50.00,-142.50,	 18522.851, 10826.124,-45214.381 
-50.00,-140.00,	 18636.314, 10863.895,-44512.061 
-50.00,-137.50,	 18741.127, 10901.952,-43800.637 
-50.00,-135.00,	 18837.774, 10940.403,-43077.449 
-50.00,-132.50,	 18926.904, 10978.843,-42339.736 
-50.00,-130.00,	 19009.334, 11016.303,-41584.792 
-50.00,-127.50,	 19086.021, 11051.212,-40810.080 
-50.00,-125.00,	 19158.029, 11081.372,-40013.375 
-50.00,-122.50,	 19226.470, 11103.957,-39192.874 
-50.00,-120.00,	 19292.457, 11115.547,-38347.350 
-50.00,-117.50,	 19357.041, 11112.181,-37476.292 
-50.00,-115.00,	 19421.134, 11089.438,-36580.006 
-50.00,-112.50,	 19485.410, 11042.527,-35659.697 
-50.00,-110.00,	 19550.246, 10966.437,-34717.569 
-50.00,-107.50,	 19615.621, 10856.086,-33756.866 
-50.00,-105.00,	 19681.049, 10706.510,-32781.892 
-50.00,-102.50,	 19745.517, 10513.058,-31797.988 
-50.00,-100.00,	 19807.451, 10271.622,-30811.484 
-50.00,-97.50,	 19864.703,  9978.850,-29829.589 
-50.00,-95.00,	 19914.595,  9632.382,-28860.267 
-50.00,-92.50,	 19953.945,  9231.020,-27912.000 
-50.00,-90.00,	 19979.210,  8774.928,-26993.609 
-50.00,-87.50,	 19986.625,  8265.754,-26113.992 
-50.00,-85.00,	 19972.335,  7706.676,-25281.796 
-50.00,-82.50,	 19932.609,  7102.416,-24505.144 
-50.00,-80.00,	 19864.023,  6459.159,-23791.329 
-50.00,-77.50,	 19763.671,  5784.413,-23146.546 
-50.00,-75.00,	 19629.200,  5086.722,-22575.543 
-50.00,-72.50,	 19459.307,  4375.551,-22081.682 
-50.00,-70.00,	 19253.405,  3660.748,-21666.475 
-50.00,-67.50,	 19011.893,  2952.290,-21329.680 
-50.00,-65.00,	 18736.174,  2259.918,-21069.317 
-50.00,-62.50,	 18428.597,  1592.757,-20881.735 
-50.00,-60.00,	 18092.363,   958.989,-20761.777 
-50.00,-57.50,	 17731.343,   365.565,-20702.963 
-50.00,-55.00,	 17349.971,  -181.995,-20697.807 
-50.00,-52.50,	 16953.036,  -679.749,-20738.097 
-50.00,-50.00,	 16545.487, -1125.382,-20815.214 
-50.00,-47.50,	 16132.314, -1518.191,-20920.501 
-50.00,-45.00,	 15718.342, -1858.994,-21045.523 
-50.00,-42.50,	 15308.105, -2149.977,-21182.342 
-50.00,-40.00,	 14905.810, -2394.508,-21323.802 
-50.00,-37.50,	 14515.135, -2596.893,-21463.532 
-50.00,-35.00,	 14139.359, -2762.173,-21596.230 
-50.00,-32.50,	 13781.317, -2895.902,-21717.671 
-50.00,-30.00,	 13443.417, -3003.951,-21824.705 
-50.00,-27.50,	 13127.708, -3092.347,-21915.269 
-50.00,-25.00,	 12835.899, -3167.149,-21988.304 
-50.00,-22.50,	 12569.427, -3234.362,-22043.746 
-50.00,-20.00,	 12329.467, -3299.873,-22082.440 
-50.00,-17.50,	 12116.939, -3369.417,-22106.083 
-50.00,-15.00,	 11932.486, -3448.537,-22117.176 
-50.00,-12.50,	 11776.456, -3542.565,-22118.993 
-50.00,-10.00,	 11648.832, -3656.566,-22115.519 
-50.00, -7.50,	 11549.183, -3795.286,-22111.408 
-50.00, -5.00,	 11476.619, -3963.069,-22111.949 
-50.00, -2.50,	 11429.730, -4163.762,-22122.977 
-50.00,  0.00,	 11406.579, -4400.607,-22150.813 
-50.00,  2.50,	 11404.693, -4676.126,-22202.144 
-50.00,  5.00,	 11421.093, -4992.011,-22283.910 
-50.00,  7.50,	 11452.353, -5349.038,-22403.161 
-50.00, 10.00,	 11494.660, -5746.981,-22566.880 
-50.00, 12.50,	 11543.942, -6184.582,-22781.849 
-50.00, 15.00,	 11595.958, -6659.524,-23054.466 
-50.00, 17.50,	 11646.453, -7168.470,-23390.607 
-50.00, 20.00,	 11691.254, -7707.089,-23795.456 
-50.00, 22.50,	 11726.410, -8270.145,-24273.390 
-50.00, 25.00,	 11748.316, -8851.590,-24827.865 
-50.00, 27.50,	 11753.817, -9444.687,-25461.330 
-50.00, 30.00,	 11740.324,-10042.165,-26175.173 
-50.00, 32.50,	 11705.868,-10636.334,-26969.640 
-50.00, 35.00,	 11649.205,-11219.317,-27843.875 
-50.00, 37.50,	 11569.807,-11783.147,-28795.848 
-50.00, 40.00,	 11467.928,-12320.023,-29822.454 
-50.00, 42.50,	 11344.574,-12822.476,-30919.550 
-50.00, 45.00,	 11201.445,-13283.499,-32082.002 
-50.00, 47.50,	 11040.892,-13696.762,-33303.838 
-50.00, 50.00,	 10865.820,-14056.753,-34578.401 
-50.00, 52.50,	 10679.555,-14358.839,-35898.451 
-50.00, 55.00,	 10485.728,-14599.383,-37256.398 
-50.00, 57.50,	 10288.125,-14775.720,-38644.422 
-50.00, 60.00,	 10090.549,-14886.144,-40054.641 
-50.00, 62.50,	  9896.699,-14929.843,-41479.258 
-50.00, 65.00,	  9710.054,-14906.753,-42910.584 
-50.00, 67.50,	  9533.856,-14817.682,-44341.530 
-50.00, 70.00,	  9370.933,-14663.737,-45764.874 
-50.00, 72.50,	  9223.812,-14446.704,-47174.151 
-50.00, 75.00,	  9094.606,-14168.554,-48562.883 
-50.00, 77.50,	  8985.075,-13831.585,-49924.933 
-50.00, 80.00,	  8896.646,-13438.361,-51254.423 
-50.00, 82.50,	  8830.424,-12991.689,-52545.670 
-50.00, 85.00,	  8787.199,-12494.619,-53793.115 
-50.00, 87.50,	  8767.462,-11950.498,-54991.410 
-50.00, 90.00,	  8771.395,-11362.978,-56135.403 
-50.00, 92.50,	  8798.863,-10736.030,-57220.203 
-50.00, 95.00,	  8849.405,-10073.950,-58241.299 
-50.00, 97.50,	  8922.227, -9381.307,-59194.614 
-50.00,100.00,	  9016.207, -8662.881,-60076.598 
-50.00,102.50,	  9129.919, -7923.579,-60884.319 
-50.00,105.00,	  9261.675, -7168.330,-61615.567 
-50.00,107.50,	  9409.584, -6401.969,-62268.830 
-50.00,110.00,	  9571.628, -5629.134,-62843.354 
-50.00,112.50,	  9745.746, -4854.169,-63339.116 
-50.00,115.00,	  9929.918, -4081.052,-63756.756 
-50.00,117.50,	 10122.249, -3313.345,-64097.519 
-50.00,120.00,	 10321.041, -2554.182,-64363.212 
-50.00,122.50,	 10524.837, -1806.264,-64556.048 
-50.00,125.00,	 10732.459, -1071.890,-64678.584 
-50.00,127.50,	 10943.012,  -352.996,-64733.635 
-50.00,130.00,	 11155.880,   348.796,-64724.184 
-50.00,132.50,	 11370.703,  1032.124,-64653.318 
-50.00,135.00,	 11587.333,  1695.834,-64524.149 
-50.00,137.50,	 11805.795,  2338.927,-64339.797 
-50.00,140.00,	 12026.246,  2960.520,-64103.367 
-50.00,142.50,	 12248.896,  3559.797,-63817.790 
-50.00,145.00,	 12474.006,  4135.997,-63486.080 
-50.00,147.50,	 12701.812,  4688.379,-63111.128 
-50.00,150.00,	 12932.472,  5216.212,-62695.692 
-50.00,152.50,	 13166.081,  5718.794,-62242.656 
-50.00,155.00,	 13402.594,  6195.455,-61754.832 
-50.00,157.50,	 13641.815,  6645.574,-61235.001 
-50.00,160.00,	 13883.393,  7068.629,-60685.992 
-50.00,162.50,	 14126.837,  7464.245,-60110.730 
-50.00,165.00,	 14371.507,  7832.223,-59512.141 
-50.00,167.50,	 14616.595,  8172.554,-58892.947 
-50.00,170.00,	 14861.283,  8485.524,-58256.168 
-50.00,172.50,	 15104.626,  8771.632,-57604.415 
-50.00,175.00,	 15345.720,  9031.667,-56940.369 
-50.00,177.50,	 15583.661,  9266.635,-56266.416 
-50.00,180.00,	 15817.640,  9477.768,-55584.834 
-45.00,-180.00,	 18788.211,  9185.922,-52361.455 
-45.00,-177.50,	 18956.654,  9343.017,-51638.463 
-45.00,-175.00,	 19119.674,  9479.694,-50913.541 
-45.00,-172.50,	 19276.945,  9597.707,-50188.168 
-45.00,-170.00,	 19428.262,  9698.756,-49463.501 
-45.00,-167.50,	 19573.521,  9784.454,-48740.491 
-45.00,-165.00,	 19712.641,  9856.287,-48019.856 
-45.00,-162.50,	 19845.521,  9915.634,-47302.154 
-45.00,-160.00,	 19971.998,  9963.798,-46587.815 
-45.00,-157.50,	 20091.786, 10002.037,-45877.074 
-45.00,-155.00,	 20204.530, 10031.643,-45170.098 
-45.00,-152.50,	 20309.705, 10053.920,-44466.706 
-45.00,-150.00,	 20406.723, 10070.245,-43766.510 
-45.00,-147.50,	 20494.938, 10082.035,-43068.779 
-45.00,-145.00,	 20573.718, 10090.721,-42372.452 
-45.00,-142.50,	 20642.463, 10097.665,-41676.038 
-45.00,-140.00,	 20700.658, 10104.080,-40977.628 
-45.00,-137.50,	 20747.950, 10110.948,-40274.971 
-45.00,-135.00,	 20784.143, 10118.898,-39565.447 
-45.00,-132.50,	 20809.279, 10128.142,-38846.248 
-45.00,-130.00,	 20823.628, 10138.367,-38114.409 
-45.00,-127.50,	 20827.710, 10148.676,-37366.956 
-45.00,-125.00,	 20822.312, 10157.541,-36601.068 
-45.00,-122.50,	 20808.457, 10162.752,-35814.201 
-45.00,-120.00,	 20787.368, 10161.403,-35004.232 
-45.00,-117.50,	 20760.419, 10149.896,-34169.633 
-45.00,-115.00,	 20729.044, 10123.963,-33309.607 
-45.00,-112.50,	 20694.645, 10078.732,-32424.259 
-45.00,-110.00,	 20658.464, 10008.821,-31514.735 
-45.00,-107.50,	 20621.435,  9908.479,-30583.322 
-45.00,-105.00,	 20584.076,  9771.784,-29633.589 
-45.00,-102.50,	 20546.350,  9592.879,-28670.433 
-45.00,-100.00,	 20507.576,  9366.253,-27700.094 
-45.00,-97.50,	 20466.365,  9087.051,-26730.106 
-45.00,-95.00,	 20420.624,  8751.406,-25769.191 
-45.00,-92.50,	 20367.594,  8356.749,-24827.056 
-45.00,-90.00,	 20303.939,  7902.082,-23914.108 
-45.00,-87.50,	 20225.925,  7388.226,-23041.151 
-45.00,-85.00,	 20129.602,  6817.951,-22218.965 
-45.00,-82.50,	 20011.039,  6196.034,-21457.893 
-45.00,-80.00,	 19866.564,  5529.197,-20767.395 
-45.00,-77.50,	 19692.969,  4825.922,-20155.602 
-45.00,-75.00,	 19487.801,  4096.212,-19628.989 
-45.00,-72.50,	 19249.417,  3351.167,-19191.977 
-45.00,-70.00,	 18977.326,  2602.621,-18846.853 
-45.00,-67.50,	 18671.925,  1862.543,-18593.441 
-45.00,-65.00,	 18334.743,  1142.627,-18429.266 
-45.00,-62.50,	 17968.317,   453.777,-18349.626 
-45.00,-60.00,	 17576.079,  -194.328,-18347.832 
-45.00,-57.50,	 17162.161,  -793.607,-18415.514 
-45.00,-55.00,	 16731.132, -1337.824,-18542.973 
-45.00,-52.50,	 16287.914, -1822.760,-18719.721 
-45.00,-50.00,	 15837.457, -2246.239,-18934.869 
-45.00,-47.50,	 15384.576, -2608.057,-19177.596 
-45.00,-45.00,	 14933.764, -2909.809,-19437.542 
-45.00,-42.50,	 14489.089, -3154.636,-19705.166 
-45.00,-40.00,	 14054.088, -3346.908,-19971.954 
-45.00,-37.50,	 13631.782, -3491.911,-20230.633 
-45.00,-35.00,	 13224.705, -3595.523,-20475.233 
-45.00,-32.50,	 12834.970, -3663.927,-20701.083 
-45.00,-30.00,	 12464.380, -3703.390,-20904.759 
-45.00,-27.50,	 12114.543, -3720.101,-21083.984 
-45.00,-25.00,	 11786.963, -3720.076,-21237.486 
-45.00,-22.50,	 11483.140, -3709.144,-21364.897 
-45.00,-20.00,	 11204.610, -3692.968,-21466.652 
-45.00,-17.50,	 10952.960, -3677.103,-21543.950 
-45.00,-15.00,	 10729.777, -3667.058,-21598.698 
-45.00,-12.50,	 10536.585, -3668.344,-21633.561 
-45.00,-10.00,	 10374.713, -3686.478,-21651.950 
-45.00, -7.50,	 10245.185, -3726.951,-21658.109 
-45.00, -5.00,	 10148.582, -3795.137,-21657.132 
-45.00, -2.50,	 10084.922, -3896.156,-21654.980 
-45.00,  0.00,	 10053.564, -4034.696,-21658.420 
-45.00,  2.50,	 10053.159, -4214.820,-21674.985 
-45.00,  5.00,	 10081.630, -4439.771,-21712.835 
-45.00,  7.50,	 10136.201, -4711.779,-21780.556 
-45.00, 10.00,	 10213.463, -5031.926,-21886.984 
-45.00, 12.50,	 10309.480, -5400.030,-22040.944 
-45.00, 15.00,	 10419.900, -5814.581,-22250.996 
-45.00, 17.50,	 10540.109, -6272.738,-22525.204 
-45.00, 20.00,	 10665.385, -6770.365,-22870.910 
-45.00, 22.50,	 10791.050, -7302.102,-23294.517 
-45.00, 25.00,	 10912.618, -7861.476,-23801.312 
-45.00, 27.50,	 11025.945, -8441.029,-24395.301 
-45.00, 30.00,	 11127.369, -9032.489,-25079.104 
-45.00, 32.50,	 11213.835, -9626.947,-25853.848 
-45.00, 35.00,	 11283.021,-10215.103,-26719.149 
-45.00, 37.50,	 11333.417,-10787.480,-27673.070 
-45.00, 40.00,	 11364.366,-11334.657,-28712.115 
-45.00, 42.50,	 11376.091,-11847.518,-29831.284 
-45.00, 45.00,	 11369.685,-12317.535,-31024.199 
-45.00, 47.50,	 11347.066,-12737.049,-32283.309 
-45.00, 50.00,	 11310.851,-13099.436,-33600.039 
-45.00, 52.50,	 11264.233,-13399.306,-34965.083 
-45.00, 55.00,	 11210.807,-13632.579,-36368.639 
-45.00, 57.50,	 11154.397,-13796.537,-37800.734 
-45.00, 60.00,	 11098.876,-13889.767,-39251.468 
-45.00, 62.50,	 11048.000,-13912.022,-40711.214 
-45.00, 65.00,	 11005.276,-13864.086,-42170.840 
-45.00, 67.50,	 10973.880,-13747.598,-43621.880 
-45.00, 70.00,	 10956.572,-13564.796,-45056.482 
-45.00, 72.50,	 10955.695,-13318.379,-46467.491 
-45.00, 75.00,	 10973.153,-13011.303,-47848.256 
-45.00, 77.50,	 11010.446,-12646.735,-49192.617 
-45.00, 80.00,	 11068.693,-12228.018,-50494.823 
-45.00, 82.50,	 11148.639,-11758.655,-51749.366 
-45.00, 85.00,	 11250.665,-11242.389,-52951.015 
-45.00, 87.50,	 11374.763,-10683.242,-54094.752 
-45.00, 90.00,	 11520.511,-10085.569,-55175.832 
-45.00, 92.50,	 11687.039, -9454.077,-56189.880 
-45.00, 95.00,	 11873.000, -8793.793,-57132.984 
-45.00, 97.50,	 12076.563, -8109.990,-58001.839 
-45.00,100.00,	 12295.433, -7408.055,-58793.820 
-45.00,102.50,	 12526.922, -6693.342,-59507.146 
-45.00,105.00,	 12768.040, -5970.992,-60140.857 
-45.00,107.50,	 13015.635, -5245.770,-60694.862 
-45.00,110.00,	 13266.541, -4521.924,-61169.828 
-45.00,112.50,	 13517.747, -3803.094,-61567.137 
-45.00,115.00,	 13766.549, -3092.272,-61888.757 
-45.00,117.50,	 14010.675, -2391.811,-62137.073 
-45.00,120.00,	 14248.387, -1703.488,-62314.825 
-45.00,122.50,	 14478.510, -1028.592,-62424.906 
-45.00,125.00,	 14700.428,  -368.040,-62470.230 
-45.00,127.50,	 14914.067,   277.507,-62453.769 
-45.00,130.00,	 15119.791,   907.536,-62378.366 
-45.00,132.50,	 15318.328,  1521.593,-62246.797 
-45.00,135.00,	 15510.662,  2119.213,-62061.707 
-45.00,137.50,	 15697.932,  2699.878,-61825.629 
-45.00,140.00,	 15881.356,  3262.983,-61541.029 
-45.00,142.50,	 16062.114,  3807.819,-61210.173 
-45.00,145.00,	 16241.327,  4333.572,-60835.311 
-45.00,147.50,	 16419.999,  4839.323,-60418.687 
-45.00,150.00,	 16598.970,  5324.057,-59962.524 
-45.00,152.50,	 16778.898,  5786.690,-59469.133 
-45.00,155.00,	 16960.205,  6226.086,-58940.862 
-45.00,157.50,	 17143.103,  6641.129,-58380.270 
-45.00,160.00,	 17327.541,  7030.765,-57790.028 
-45.00,162.50,	 17513.225,  7394.084,-57172.961 
-45.00,165.00,	 17699.668,  7730.417,-56532.163 
-45.00,167.50,	 17886.116,  8039.354,-55870.591 
-45.00,170.00,	 18071.763,  8320.885,-55191.544 
-45.00,172.50,	 18255.751,  8575.409,-54498.352 
-45.00,175.00,	 18437.042,  8803.623,-53793.726 
-45.00,177.50,	 18614.791,  9006.661,-53080.594 
-45.00,180.00,	 18788.211,  9185.922,-52361.455 
-40.00,-180.00,	 21586.825,  8848.432,-48718.615 
-40.00,-177.50,	 21695.297,  8979.349,-47975.490 
-40.00,-175.00,	 21797.964,  9090.655,-47232.171 
-40.00,-172.50,	 21894.709,  9184.430,-46489.944 
-40.00,-170.00,	 21985.631,  9262.594,-45749.728 
-40.00,-167.50,	 22070.970,  9326.812,-45012.151 
-40.00,-165.00,	 22151.019,  9378.462,-44277.667 
-40.00,-162.50,	 22225.981,  9418.617,-43546.548 
-40.00,-160.00,	 22295.989,  9448.164,-42819.155 
-40.00,-157.50,	 22360.952,  9467.842,-42095.792 
-40.00,-155.00,	 22420.588,  9478.385,-41376.827 
-40.00,-152.50,	 22474.373,  9480.584,-40662.568 
-40.00,-150.00,	 22521.589,  9475.368,-39953.236 
-40.00,-147.50,	 22561.314,  9463.810,-39248.787 
-40.00,-145.00,	 22592.529,  9447.132,-38548.919 
-40.00,-142.50,	 22614.163,  9426.657,-37852.975 
-40.00,-140.00,	 22625.147,  9403.720,-37159.865 
-40.00,-137.50,	 22624.475,  9379.579,-36468.043 
-40.00,-135.00,	 22611.295,  9355.320,-35775.561 
-40.00,-132.50,	 22584.952,  9331.755,-35080.074 
-40.00,-130.00,	 22545.067,  9309.328,-34378.936 
-40.00,-127.50,	 22491.594,  9288.021,-33669.271 
-40.00,-125.00,	 22424.869,  9267.270,-32948.088 
-40.00,-122.50,	 22345.628,  9245.869,-32212.387 
-40.00,-120.00,	 22254.989,  9221.875,-31459.272 
-40.00,-117.50,	 22154.437,  9192.534,-30686.143 
-40.00,-115.00,	 22045.747,  9154.232,-29890.893 
-40.00,-112.50,	 21930.842,  9102.454,-29072.097 
-40.00,-110.00,	 21811.648,  9031.823,-28229.260 
-40.00,-107.50,	 21689.902,  8936.196,-27363.056 
-40.00,-105.00,	 21566.956,  8808.845,-26475.558 
-40.00,-102.50,	 21443.613,  8642.742,-25570.463 
-40.00,-100.00,	 21319.966,  8430.904,-24653.223 
-40.00,-97.50,	 21195.277,  8166.803,-23731.062 
-40.00,-95.00,	 21067.979,  7844.853,-22812.980 
-40.00,-92.50,	 20935.692,  7460.852,-21909.530 
-40.00,-90.00,	 20795.325,  7012.410,-21032.506 
-40.00,-87.50,	 20643.251,  6499.298,-20194.519 
-40.00,-85.00,	 20475.560,  5923.709,-19408.491 
-40.00,-82.50,	 20288.297,  5290.344,-18687.046 
-40.00,-80.00,	 20077.780,  4606.396,-18041.920 
-40.00,-77.50,	 19840.833,  3881.321,-17483.333 
-40.00,-75.00,	 19575.062,  3126.508,-17019.473 
-40.00,-72.50,	 19278.876,  2354.751,-16655.944 
-40.00,-70.00,	 18951.976,  1579.789,-16395.680 
-40.00,-67.50,	 18595.050,   815.556,-16238.566 
-40.00,-65.00,	 18209.841,    75.585,-16181.494 
-40.00,-62.50,	 17799.087,  -627.602,-16218.563 
-40.00,-60.00,	 17366.406, -1283.046,-16341.414 
-40.00,-57.50,	 16916.068, -1881.808,-16539.688 
-40.00,-55.00,	 16452.741, -2417.278,-16801.565 
-40.00,-52.50,	 15981.156, -2885.302,-17114.294 
-40.00,-50.00,	 15505.999, -3284.209,-17464.916 
-40.00,-47.50,	 15031.656, -3614.660,-17840.825 
-40.00,-45.00,	 14562.013, -3879.351,-18230.245 
-40.00,-42.50,	 14100.363, -4082.632,-18622.642 
-40.00,-40.00,	 13649.352, -4230.060,-19008.983 
-40.00,-37.50,	 13211.023, -4327.942,-19381.878 
-40.00,-35.00,	 12786.893, -4382.903,-19735.567 
-40.00,-32.50,	 12378.097, -4401.517,-20065.787 
-40.00,-30.00,	 11985.557, -4390.041,-20369.567 
-40.00,-27.50,	 11610.186, -4354.284,-20645.016 
-40.00,-25.00,	 11253.040, -4299.555,-20891.006 
-40.00,-22.50,	 10915.463, -4230.754,-21107.004 
-40.00,-20.00,	 10599.176, -4152.526,-21292.899 
-40.00,-17.50,	 10306.292, -4069.462,-21448.951 
-40.00,-15.00,	 10039.268, -3986.296,-21575.809 
-40.00,-12.50,	  9800.797, -3908.078,-21674.624 
-40.00,-10.00,	  9593.638, -3840.264,-21747.194 
-40.00, -7.50,	  9420.434, -3788.732,-21796.210 
-40.00, -5.00,	  9283.495, -3759.684,-21825.386 
-40.00, -2.50,	  9184.606, -3759.469,-21839.640 
-40.00,  0.00,	  9124.864, -3794.329,-21845.152 
-40.00,  2.50,	  9104.551, -3870.104,-21849.364 
-40.00,  5.00,	  9123.065, -3991.919,-21860.889 
-40.00,  7.50,	  9178.899, -4163.893,-21889.283 
-40.00, 10.00,	  9269.676, -4388.892,-21944.796 
-40.00, 12.50,	  9392.223, -4668.339,-22038.081 
-40.00, 15.00,	  9542.677, -5002.094,-22179.807 
-40.00, 17.50,	  9716.616, -5388.399,-22380.335 
-40.00, 20.00,	  9909.214, -5823.889,-22649.401 
-40.00, 22.50,	 10115.392, -6303.647,-22995.794 
-40.00, 25.00,	 10329.986, -6821.290,-23427.090 
-40.00, 27.50,	 10547.946, -7369.151,-23949.487 
-40.00, 30.00,	 10764.473, -7938.382,-24567.499 
-40.00, 32.50,	 10975.209, -8519.162,-25283.830 
-40.00, 35.00,	 11176.425, -9100.987,-26099.307 
-40.00, 37.50,	 11365.137, -9672.865,-27012.688 
-40.00, 40.00,	 11539.260,-10223.708,-28020.716 
-40.00, 42.50,	 11697.681,-10742.661,-29118.130 
-40.00, 45.00,	 11840.288,-11219.476,-30297.775 
-40.00, 47.50,	 11967.936,-11644.846,-31550.773 
-40.00, 50.00,	 12082.364,-12010.748,-32866.811 
-40.00, 52.50,	 12186.054,-12310.702,-34234.513 
-40.00, 55.00,	 12282.056,-12539.956,-35641.868 
-40.00, 57.50,	 12373.762,-12695.488,-37076.583 
-40.00, 60.00,	 12464.715,-12775.987,-38526.565 
-40.00, 62.50,	 12558.416,-12781.663,-39980.257 
